name,ilce_adi,own_assembly_m2,own_assembly_count,regional_assembly_m2,regional_assembly_count
Turan Mahallesi,Bayındır,7.99,2.0,0.0,0.0
Turgut Mahallesi,Seferihisar,5.65,1.0,2.07,1.0
Turgut Reis Mahallesi,Konak,0.0,0.0,1448.78,65.0
Turgutlar Mahallesi,Menemen,0.0,0.0,0.0,0.0
Turgutlu Mahallesi,Tire,1.57,1.0,3.13,2.0
Tuzcu Mahallesi,Konak,0.0,0.0,2519.35,54.0
Tuzçullu Mahallesi,Menemen,0.0,0.0,0.0,0.0
Tülbentli Mahallesi,Menemen,0.0,0.0,29989.0,4.0
Türkcedit Mahallesi,Kınık,525.62,2.0,3252.0,15.0
Türkmen Mahallesi,Ödemiş,15.59,3.0,142.94,22.0
Türkmenköy Mahallesi,Torbalı,162.8,1.0,2760.08,6.0
Türkyılmaz Mahallesi,Konak,0.0,0.0,2398.36,47.0
Türkönü Mahallesi,Ödemiş,4.0,1.0,16.86,4.0
Tınaztepe Mahallesi,Konak,0.0,0.0,2909.32,61.0
Tırazlı Mahallesi,Karabağlar,500.0,1.0,0.0,0.0
Tırmanlar Mahallesi,Bergama,1.25,1.0,500.0,1.0
Ufuk Mahallesi,Buca,6.8,2.0,3653.25,63.0
Ulamış Mahallesi,Seferihisar,7.2,2.0,0.0,0.0
Ulubatlı Mahallesi,Konak,9.5,1.0,3887.39,61.0
Ulucami Mahallesi,Bergama,4.0,1.0,1619.72,12.0
Ulus Mahallesi,Menemen,0.0,0.0,28989.0,3.0
Umurbey Mahallesi,Ödemiş,58.51,7.0,0.0,0.0
Umurcalı Mahallesi,Kiraz,1.2,1.0,801.3,2.0
Umurlu Mahallesi,Kiraz,600.0,1.0,0.0,0.0
Umut Mahallesi,Karabağlar,0.0,0.0,12518.5,85.0
Uzunburun Mahallesi,Dikili,1.8,1.0,3.5,1.0
Uzundere Mahallesi,Ödemiş,7.83,2.0,0.0,0.0
Uzunhasanlar Mahallesi,Aliağa,4527.0,1.0,4654.0,3.0
Uzunkuyu Mahallesi,Urla,3.71,1.0,675.36,4.0
Uzunköy Mahallesi,Kiraz,1.0,1.0,1.7,1.0
Uğur Mahallesi,Konak,0.0,0.0,2385.24,41.0
Uğur Mumcu Mahallesi,Menemen,3.65,2.0,8690.05,5.0
Vali Rahmi Bey Mahallesi,Buca,4.0,2.0,3597.08,96.0
Vatan Mahallesi,Karabağlar,6.36,4.0,3858.53,97.0
Veliler Mahallesi,Ödemiş,7.65,2.0,90.67,7.0
Vezirağa Mahallesi,Konak,0.0,0.0,4511.55,63.0
Villakent Mahallesi,Menemen,0.0,0.0,0.0,0.0
Vişneli Mahallesi,Kemalpaşa,669.74,2.0,0.0,0.0
Yahşelli Mahallesi,Menemen,0.0,0.0,28514.0,2.0
Yahşibey Mahallesi,Dikili,1.2,1.0,0.0,0.0
Yaka Mahallesi,Urla,690.41,4.0,4057.35,24.0
Yakacık Mahallesi,Bayındır,7.44,1.0,3.0,1.0
Yakakent Mahallesi,Çiğli,5853.0,1.0,5301.52,30.0
Yakaköy Mahallesi,Bornova,0.0,0.0,2.5,1.0
Yakapınar Mahallesi,Bayındır,4.32,1.0,817.34,4.0
Yalnızdam Mahallesi,Bergama,560.0,1.0,570.0,1.0
Yalnızev Mahallesi,Bergama,2.25,1.0,10.52,3.0
Yalı Mahallesi,Güzelbahçe,24654.0,36.0,0.0,0.0
Yamandere Mahallesi,Tire,568.0,1.0,916.0,1.0
Yamanlar Mahallesi,Karşıyaka,1.6,1.0,1.0,1.0
Yanıkköy Mahallesi,Menemen,0.0,0.0,0.0,0.0
Yavuz Selim Mahallesi,Konak,0.0,0.0,3743.96,54.0
Yayakent Mahallesi,Kınık,6.7,4.0,2.65,1.0
Yayla Mahallesi,Menemen,826.0,1.0,0.0,0.0
Yaylacık Mahallesi,Buca,7.93,3.0,3548.24,81.0
Yaylaköy Mahallesi,Kınık,4.57,1.0,550.0,1.0
Yaylayurt Mahallesi,Dikili,1.5,1.0,17.7,2.0
Yazıbaşı Mahallesi,Torbalı,26.76,1.0,37.32,4.0
Yağcılar Mahallesi,Urla,3.67,2.0,348.03,0.0
Yağlar Mahallesi,Kiraz,1.9,1.0,2.8,2.0
Yaşar Kemal Mahallesi,Karabağlar,12.33,2.0,11734.43,14.0
Yedi Eylül Mahallesi,Torbalı,23.9,1.0,91.72,14.0
Yelaltı Mahallesi,Urla,1083.08,6.0,139.93,20.0
Yelki Mahallesi,Güzelbahçe,1296.96,9.0,1002.39,10.0
Yemişler Mahallesi,Tire,482.0,1.0,950.0,2.0
Yemişlik Mahallesi,Torbalı,3.01,1.0,183.16,19.0
Yeni Mahalle Mahallesi,Çiğli,64442.18,16.0,0.0,26.0
Yeni Mahallesi,Kiraz,64442.18,16.0,0.0,0.0
Yenibağarası Mahallesi,Foça,0.0,0.0,8.46,1.0
Yenice Mahallesi,Dikili,8.5,4.0,0.0,0.0
Yeniceköy Mahallesi,Ödemiş,4.74,1.0,56.93,12.0
Yenidoğan Mahallesi,Konak,4.16,1.0,3363.79,40.0
Yenigün Mahallesi,Buca,18.25,4.0,2980.64,96.0
Yenikale Mahallesi,Narlıdere,1733.02,8.0,95353.85,54.0
Yenikent Mahallesi,Bergama,62.1,6.0,0.0,0.0
Yenikurudere Mahallesi,Kemalpaşa,5.23,1.0,0.0,0.0
Yeniköy Mahallesi,Kiraz,906.75,6.0,1794.56,0.0
Yeniler Mahallesi,Bergama,300.0,1.0,357.0,2.0
Yenioba Mahallesi,Tire,1.47,1.0,1.0,1.0
Yeniyurt Mahallesi,Beydağ,304.0,1.0,1040.56,12.0
Yeniçiftlik Mahallesi,Tire,674.0,1.0,11.5,1.0
Yenişehir Mahallesi,Tire,7.84,3.0,2.65,0.0
Yenmiş Mahallesi,Kemalpaşa,0.0,0.0,662.18,2.0
Yerlitahtacı Mahallesi,Bergama,580.0,1.0,580.0,2.0
Yeğenli Mahallesi,Tire,1.26,1.0,3.76,1.0
Yeşil Mahallesi,Gaziemir,10.0,1.0,172.03,25.0
Yeşil Pınar Mahallesi,Menemen,0.0,0.0,0.0,0.0
Yeşilbağlar Mahallesi,Buca,13.6,5.0,2181.15,77.0
Yeşildere Mahallesi,Kiraz,1.0,1.0,1385.0,2.0
Yeşilköy Mahallesi,Ödemiş,991.98,4.0,1668.77,2.0
Yeşilova Mahallesi,Bayındır,19.47,4.0,730.19,1.0
Yeşiltepe Mahallesi,Beydağ,211.07,2.0,58.95,2.0
Yeşilyurt Mahallesi,Kemalpaşa,1.43,1.0,4944.52,13.0
Yeşilçam Mahallesi,Bornova,3.0,1.0,75.9,3.0
Yiğitler Mahallesi,Kemalpaşa,692.75,2.0,1138.61,8.0
Yolüstü Mahallesi,Ödemiş,895.59,2.0,3.25,1.0
Yortanlı Mahallesi,Bergama,210.0,1.0,360.0,1.0
Yoğurtçular Mahallesi,Torbalı,1.1,1.0,3446.88,8.0
Yukarı Mahalle,Kınık,440.0,1.0,3344.62,17.0
Yukarı Şehitkemal Mahallesi,Aliağa,0.0,0.0,845.0,2.0
Yukarıada Mahallesi,Bergama,1.23,1.0,830.0,1.0
Yukarıaktepe Mahallesi,Beydağ,1280.0,3.0,266.97,6.0
Yukarıbey Kaplan Mahallesi,Bergama,0.0,0.0,801.75,2.0
Yukarıbey Mahallesi,Bergama,3.3,1.0,0.0,0.0
Yukarıcuma Mahallesi,Bergama,1.0,1.0,0.0,0.0
Yukarıkırıklar Mahallesi,Bergama,1.0,1.0,0.0,0.0
Yukarıkızılca Merkez Mahallesi,Kemalpaşa,0.0,0.0,3676.25,10.0
Yukarıtosunlar Mahallesi,Beydağ,608.0,1.0,775.86,4.0
Yunus Emre Mahallesi,Karabağlar,27.39,4.0,2248.45,40.0
Yurdoğlu Mahallesi,Karabağlar,39.6,1.0,11758.34,32.0
Yusufdere Mahallesi,Ödemiş,1.91,1.0,2.61,1.0
Yusuflu Mahallesi,Bayındır,3.88,1.0,10.44,2.0
Yüksekköy Mahallesi,Aliağa,603.0,1.0,724.0,1.0
Yüzbaşı Şerafettin Mahallesi,Karabağlar,1.53,1.0,11840.03,47.0
Yılanlı Mahallesi,Ödemiş,500.0,1.0,5.05,2.0
Yıldırım Beyazıt Mahallesi,Bornova,0.0,0.0,384.18,23.0
Yıldırım Mahallesi,Menemen,0.0,0.0,0.0,0.0
Yıldız Mahallesi,Buca,22.8,7.0,1437.9,65.0
Yıldızlar Mahallesi,Buca,0.0,0.0,0.0,0.0
Zafer Mahallesi,Bergama,20272.83,11.0,0.0,0.0
Zafertepe Mahallesi,Konak,0.0,0.0,3045.83,86.0
Zağnoz Mahallesi,Bergama,0.0,0.0,508.0,4.0
Zeamet Mahallesi,Kemalpaşa,409.0,1.0,1377.34,4.0
Zeybek Mahallesi,Konak,0.0,0.0,3710.32,53.0
Zeytinalanı Mahallesi,Urla,8.54,2.0,1424.61,14.0
Zeytindağ Mahallesi,Bergama,16.0,2.0,0.0,0.0
Zeytineli Mahallesi,Urla,835.0,1.0,0.0,0.0
Zeytinköy Mahallesi,Selçuk,800.0,1.0,0.0,0.0
Zeytinler Mahallesi,Urla,1.03,1.0,0.0,0.0
Zeytinlik Mahallesi,Menemen,2.02,1.0,1577.42,2.0
Zeytinova Mahallesi,Bayındır,5.4,1.0,11.89,3.0
Zübeyde Hanım Mahallesi,Karşıyaka,39.8,7.0,7591.0,25.0
Çahabey Mahallesi,Konak,0.0,0.0,2424.77,52.0
Çakabey Mahallesi,Çeşme,7.0,2.0,42.3,15.0
Çakaltepe Mahallesi,Menderes,3.17,1.0,0.0,0.0
Çakmaklı Mahallesi,Aliağa,4671.0,1.0,1801.23,2.0
Çakırbeyli Mahallesi,Torbalı,6.2,1.0,773.8,1.0
Çakırlar Mahallesi,Bergama,300.0,1.0,0.0,0.0
Çaldıran Mahallesi,Buca,4.75,1.0,4579.3,80.0
Çaltı Mahallesi,Kınık,3.0,1.0,0.0,0.0
Çaltıkoru Mahallesi,Bergama,220.0,1.0,360.0,1.0
Çaltılıdere Mahallesi,Aliağa,7830.0,1.0,0.0,0.0
Çalıbahçe Mahallesi,Bergama,320.0,1.0,982.5,2.0
Çalıkuşu Mahallesi,Karabağlar,5.9,3.0,2878.96,100.0
Çamavlu Mahallesi,Bergama,1.67,1.0,0.0,0.0
Çambel Mahallesi,Kemalpaşa,2939.0,4.0,2.56,2.0
Çamiçi Mahallesi,Bornova,2.4,1.0,1633.6,2.0
Çamkule Mahallesi,Bornova,0.0,0.0,617.91,15.0
Çamköy Mahallesi,Bergama,415.0,1.0,392.02,5.0
Çamlı Mahallesi,Güzelbahçe,5.74,1.0,0.0,1.0
Çamlıbel Mahallesi,Bayındır,800.0,1.0,3.02,1.0
Çamlıca Mahallesi,Ödemiş,742.18,2.0,0.0,0.0
Çamlık Mahallesi,Beydağ,22.02,2.0,0.0,0.0
Çamlıkule Mahallesi,Buca,9.52,5.0,1036.46,74.0
Çamlıpınar Mahallesi,Buca,6.9,3.0,1484.7,69.0
Çamlıçay Mahallesi,Urla,414.0,4.0,2703.26,23.0
Çamoba Mahallesi,Bergama,200.0,1.0,457.0,2.0
Çamtepe Mahallesi,Seferihisar,869.94,7.0,591.52,0.0
Çamyayla Mahallesi,Ödemiş,2.2,1.0,0.0,0.0
Çamönü Mahallesi,Menderes,2.54,1.0,7.35,1.0
Çanakçı Mahallesi,Kiraz,1.98,1.0,955.1,5.0
Çandarlı Mahallesi,Dikili,19.5,3.0,1.5,1.0
Çankaya Mahallesi,Konak,4.5,1.0,1087.22,80.0
Çanköy Mahallesi,Kınık,937.0,1.0,0.0,0.0
Çapak Mahallesi,Torbalı,5.72,2.0,42.15,3.0
Çatak Mahallesi,Kiraz,1.11,1.0,0.0,0.0
Çatalca Mahallesi,Menderes,3.79,1.0,0.0,0.0
Çatalkaya Mahallesi,Narlıdere,2138.74,7.0,3577.14,51.0
Çavuş Mahallesi,Menemen,0.0,0.0,0.0,0.0
Çay Mahallesi,Bayraklı,0.0,0.0,267.04,10.0
Çayağzı Mahallesi,Kiraz,9.2,1.0,403.46,3.0
Çaybaşı Mahallesi,Torbalı,0.0,0.0,216.96,15.0
Çaylı Mahallesi,Ödemiş,12.3,2.0,23.03,5.0
Çayır Mahallesi,Ödemiş,2.27,1.0,5.06,2.0
Çayırlı Mahallesi,Tire,425.0,1.0,0.0,0.0
Çağdaş Mahallesi,Buca,135.79,3.0,20090.87,92.0
Çağlan Mahallesi,Dikili,555.0,1.0,0.0,0.0
Çağlayan Mahallesi,Ödemiş,60.6,2.0,9.04,1.0
Çelebi Mahallesi,Güzelbahçe,2138.17,7.0,4359.77,40.0
Çeltikçi Mahallesi,Bergama,1.8,1.0,362.1,2.0
Çenikler Mahallesi,Bayındır,750.0,1.0,1901.2,4.0
Çeriközü Mahallesi,Tire,663.0,1.0,1386.0,3.0
Çetin Emeç Mahallesi,Balçova,16813.0,6.0,16739.66,42.0
Çiftlik Mahallesi,Çeşme,911.53,4.0,639.6,17.0
Çiftlikköy Mahallesi,Beydağ,4.79,2.0,0.0,0.0
Çiftçigediği Mahallesi,Bayındır,728.0,1.0,29.03,5.0
Çile Mahallesi,Menderes,5.57,1.0,3.17,1.0
Çileme Mahallesi,Menderes,24.35,1.0,3.97,1.0
Çimentepe Mahallesi,Konak,0.0,0.0,2925.91,69.0
Çiniliköy Mahallesi,Kemalpaşa,2.02,1.0,16.25,5.0
Çiniyeri Mahallesi,Tire,936.19,2.0,687.73,4.0
Çitköy Mahallesi,Bergama,1.4,1.0,2050.0,3.0
Çiçek Mahallesi,Bayraklı,0.0,0.0,27.5,4.0
Çiçekli Mahallesi,Bornova,0.0,0.0,612.0,3.0
Çobanköy Mahallesi,Tire,2.0,1.0,1711.98,6.0
Çobanlar Mahallesi,Bergama,791.04,3.0,0.0,0.0
Çolak İbrahim Bey Mahallesi,Seferihisar,10.0,1.0,53.84,6.0
Çomaklar Mahallesi,Beydağ,1.6,1.0,263.16,3.0
Çoraklar Mahallesi,Aliağa,658.0,1.0,2421.0,1.0
Çukuralanı Mahallesi,Dikili,0.0,0.0,500.0,1.0
Çukuraltı Mahallesi,Menderes,14.62,3.0,4.46,1.0
Çukurköy Mahallesi,Tire,916.0,1.0,0.0,0.0
Çömlekçi Mahallesi,Kiraz,1.4,1.0,953.48,3.0
Çürükbağlar Mahallesi,Bergama,1.3,1.0,500.0,1.0
Çınar Mahallesi,Bayındır,902.74,4.0,0.0,0.0
Çınardibi Mahallesi,Bayındır,6.74,2.0,0.0,0.0
Çınarköy Mahallesi,Kemalpaşa,0.0,0.0,2321.8,7.0
Çınarlı Mahallesi,Konak,14.0,1.0,284.63,19.0
Çınartepe Mahallesi,Konak,45.4,1.0,3059.72,52.0
Çırpı Cami Mahallesi,Bayındır,0.0,0.0,41.36,7.0
Çıtak Mahallesi,Aliağa,2233.0,2.0,0.0,0.0
Öksüzler Mahallesi,Bergama,325.0,1.0,250.0,1.0
Ören 75. Yıl Cumhuriyet Mahallesi,Kemalpaşa,0.0,0.0,973.36,9.0
Ören Mahallesi,Kiraz,400.0,1.0,6.23,2.0
Örencik Mahallesi,Kiraz,702.4,2.0,0.0,0.0
Örenli Mahallesi,Bergama,1.23,1.0,361.17,2.0
Örlemiş Mahallesi,Bergama,690.0,1.0,970.0,3.0
Örnekkent Mahallesi,Aliağa,0.0,0.0,253458.0,18.0
Örnekköy Mahallesi,Kemalpaşa,45.16,7.0,13954.77,21.0
Örtülü Mahallesi,Kınık,2.4,2.0,0.0,0.0
Özbek Mahallesi,Urla,19.76,5.0,0.0,0.0
Özbey Mahallesi,Torbalı,70.0,1.0,12.78,2.0
Özdere Cumhuriyet Mahallesi,Menderes,15.23,1.0,0.0,0.0
Özgür Mahallesi,Karabağlar,0.0,0.0,12418.78,58.0
Ülkü Mahallesi,Konak,0.0,0.0,2423.81,44.0
Ümit Mahallesi,Bornova,8.0,2.0,119.9,7.0
Üniversite Mahallesi,Çeşme,754.4,3.0,824.98,15.0
Ürkütler Mahallesi,Bergama,685.0,1.0,270.0,1.0
Üzümler Mahallesi,Tire,1.68,1.0,5.21,3.0
Üzümlü Mahallesi,Ödemiş,2.43,1.0,1469.0,6.0
Üç Eylül Mahallesi,Ödemiş,0.0,0.0,53.48,4.0
Üçkonak Mahallesi,Ödemiş,5.78,1.0,1396.12,6.0
Üçkuyular Mahallesi,Karabağlar,5.77,3.0,124969.52,65.0
Üçtepe Mahallesi,Bergama,360.0,1.0,951.3,2.0
İTOB Organize Sanayi Bölgesi,Menderes,0.0,0.0,12.6,3.0
İbni Melek Mahallesi,Tire,15.49,3.0,39.22,4.0
İbni Melek Organize Sanayi Bölgesi,Tire,0.0,0.0,19.22,2.0
İbrahimağa Mahallesi,Kınık,2.7,1.0,3.09,1.0
İbrahimçavuş Mahallesi,Bayındır,0.0,0.0,41.36,7.0
İhsan Alyanak Mahallesi,Karabağlar,0.0,0.0,1015.6,73.0
İhsaniye Mahallesi,Seferihisar,15.37,3.0,59.1,9.0
İkizler Mahallesi,Bergama,350.0,1.0,1160.0,2.0
İlkkurşun Mahallesi,Ödemiş,10.43,1.0,0.0,0.0
İmariye Mahallesi,Konak,0.0,0.0,3687.0,58.0
İmbatlı Mahallesi,Karşıyaka,11.45,3.0,20488.61,115.0
İncecikler Mahallesi,Bergama,2.0,1.0,490.0,2.0
İnciraltı Mahallesi,Balçova,11889.0,1.0,113800.52,56.0
İncirli Pınar Mahallesi,Menemen,0.0,0.0,28514.0,2.0
İnecik Mahallesi,Karaburun,703.03,2.0,3.5,2.0
İneşir Mahallesi,Bergama,270.0,1.0,685.0,1.0
İnkılap Mahallesi,Bergama,96.9,4.0,0.0,0.0
İnönü Mahallesi,Torbalı,103.43,16.0,332.43,0.0
İpekçiler Mahallesi,Tire,884.0,1.0,4371.91,38.0
İsa Bey Mahallesi,Selçuk,0.0,0.0,0.0,0.0
İskele Mahallesi,Karaburun,77.43,5.0,0.0,0.0
İslamlar Mahallesi,Dikili,3.1,1.0,0.0,0.0
İslamsaray Mahallesi,Bergama,51.0,1.0,3.29,1.0
İsmailli Hacılar Mahallesi,Bergama,0.0,0.0,775.0,3.0
İsmailli Mahallesi,Bergama,1.4,1.0,200.0,1.0
İsmet Kaptan Mahallesi,Konak,0.0,0.0,922.34,25.0
İsmet Paşa Mahallesi,Konak,2.3,1.0,4325.92,67.0
İsmet İnönü Mahallesi,Menemen,10212.57,8.0,0.0,0.0
İsmetpaşa Mahallesi,Dikili,2082.42,9.0,0.0,0.0
İstiklal Mahallesi,Torbalı,1950.2,9.0,0.0,0.0
İzkent Mahallesi,Buca,225.73,3.0,20298.53,116.0
İzmir Serbest Bölgesi,Menemen,0.0,0.0,0.0,0.0
İçmeler Mahallesi,Urla,42.07,6.0,8.14,3.0
İğdeli Mahallesi,Kiraz,5.0,1.0,400.0,1.0
İğnedere Mahallesi,Menemen,0.0,0.0,0.0,0.0
Şakran Hasbi Efendi Mahallesi,Aliağa,0.0,0.0,13720.0,4.0
Şakran Sayfiye Mahallesi,Aliağa,0.0,0.0,25239.0,4.0
Şaşal Mahallesi,Menderes,6.92,1.0,9.48,2.0
Şehit Mehmet Mahallesi,Çeşme,3542.9,7.0,8.53,3.0
Şehit Nedim Tuğaltay Mahallesi,Konak,0.0,0.0,2418.29,50.0
Şehitkemal Mahallesi,Aliağa,0.0,0.0,4067.0,4.0
Şehitler Mahallesi,Torbalı,5.4,2.0,47.35,6.0
Şemikler Mahallesi,Karşıyaka,17.7,5.0,10643.79,117.0
Şemsiler Mahallesi,Kiraz,1.3,1.0,33.3,7.0
Şifne Mahallesi,Çeşme,505.34,4.0,1139.51,9.0
Şirince Mahallesi,Selçuk,2.33,1.0,0.0,0.0
Şirinkapı Mahallesi,Buca,737.6,2.0,2537.77,61.0
Şirinkent Mahallesi,Urla,9.24,2.0,1846.95,19.0
Şirinköy Mahallesi,Ödemiş,4.08,1.0,8.81,3.0
Şirintepe Mahallesi,Çiğli,3519.0,1.0,8785.23,57.0
